ProtocolTime	Work

5	2.024572
10	4.130843
15	6.426702
20	8.477687
25	10.647158
30	13.005325
35	15.008514
40	17.247148
45	19.529120
50	21.602659
55	23.625434
60	25.867365
65	28.109128
70	30.295726
75	32.254612
80	34.309443
85	36.869187
90	38.850277
95	40.994325
100	43.234357
105	45.275756
110	47.819193
115	49.355522
120	51.751773
125	53.853433
130	56.216720
135	58.384353
140	60.395217
145	62.591855
150	65.000824
155	66.771923
160	68.945831
165	71.130079
170	73.764875
175	75.467746
180	77.701169
185	79.742738
190	81.887672
195	84.349175
200	86.560249
