ProtocolTime	Work

5	119.676020
10	60.293201
15	40.371113
20	30.332306
25	25.339298
30	20.824870
35	18.206803
40	16.409797
45	14.609659
50	13.542596
55	12.979459
60	11.779643
65	11.078144
70	11.013357
75	10.401406
80	9.982036
85	9.992021
90	9.536063
95	9.516864
100	9.462114
105	9.136801
110	8.918738
115	9.038438
120	9.028528
125	9.223468
130	9.129147
135	9.121584
140	8.754272
145	8.628611
150	9.268482
155	8.861054
160	8.966844
165	8.830240
170	9.021190
175	9.352145
180	9.180977
185	9.322591
190	9.357090
195	9.690667
200	9.523877
