ProtocolTime	Work

5	8.046822
10	17.005291
15	25.721110
20	33.833557
25	42.686014
30	51.282532
35	60.025792
40	68.948682
45	76.890161
50	85.686252
55	95.221850
60	103.150166
65	112.464959
70	120.342029
75	129.024402
80	137.273264
85	146.829839
90	155.823074
95	163.613544
100	172.473664
105	181.474842
110	189.980833
115	198.458649
120	207.473522
125	215.239939
130	224.752059
135	232.558153
140	242.783793
145	249.380488
150	259.236150
155	268.125675
160	275.857087
165	284.817643
170	294.431311
175	302.996291
180	309.513890
185	317.960215
190	329.368952
195	336.763233
200	344.887247
