ProtocolTime	Work

5	15.000000
10	7.500000
15	5.000000
20	3.750000
25	3.000000
30	2.500000
35	2.142857
40	1.875000
45	1.666667
50	1.500000
55	1.363636
60	1.250000
65	1.153846
70	1.071429
75	1.000000
80	0.937500
85	0.882353
90	0.833333
95	0.789474
100	0.750000
105	0.714286
110	0.681818
115	0.652174
120	0.625000
125	0.600000
130	0.576923
135	0.555556
140	0.535714
145	0.517241
150	0.500000
155	0.483871
160	0.468750
165	0.454545
170	0.441176
175	0.428571
180	0.416667
185	0.405405
190	0.394737
195	0.384615
200	0.375000
