ProtocolTime	Work

5	2.887023
10	5.893579
15	9.035114
20	12.093037
25	15.126480
30	18.215856
35	21.199835
40	24.474341
45	27.599264
50	30.294714
55	33.621457
60	36.776362
65	39.689624
70	42.968790
75	45.599848
80	48.906673
85	51.803470
90	54.735954
95	58.016101
100	61.398545
105	64.220493
110	67.102629
115	70.167481
120	73.118031
125	76.418547
130	79.415885
135	82.733183
140	85.613413
145	88.544805
150	91.555708
155	94.760379
160	97.846556
165	100.898424
170	103.833503
175	106.644631
180	109.340606
185	113.154442
190	116.193723
195	119.174107
200	122.297968
