ProtocolTime	Work

5	0.141980
10	0.291110
15	0.453312
20	0.606673
25	0.761514
30	0.912268
35	1.061311
40	1.216951
45	1.366602
50	1.519640
55	1.673576
60	1.827163
65	1.975753
70	2.134924
75	2.300203
80	2.448087
85	2.586127
90	2.746091
95	2.894214
100	3.034938
105	3.212252
110	3.354376
115	3.519156
120	3.666738
125	3.802723
130	3.964039
135	4.118643
140	4.250487
145	4.425998
150	4.582058
155	4.744703
160	4.887389
165	5.024656
170	5.185216
175	5.329655
180	5.464740
185	5.646338
190	5.812518
195	5.948815
200	6.125301
