ProtocolTime	Work

5	238.560325
10	119.756091
15	80.324537
20	61.430799
25	48.815142
30	40.347726
35	34.969450
40	30.286827
45	27.921449
50	24.695148
55	22.795249
60	20.850314
65	19.402707
70	17.846298
75	17.716976
80	16.295623
85	15.253051
90	14.407698
95	13.824154
100	13.390835
