ProtocolTime	Work

5	9.870455
10	5.404457
15	4.084026
20	3.675924
25	3.878037
30	3.929403
35	4.176213
40	3.986525
45	4.304448
50	4.981225
55	4.814205
60	5.460441
65	5.350389
70	5.646273
75	6.111965
80	6.622938
85	6.582404
90	6.990180
95	7.502513
100	7.995447
