ProtocolTime	Work

5	9.600000
10	4.800000
15	3.200000
20	2.400000
25	1.920000
30	1.600000
35	1.371429
40	1.200000
45	1.066667
50	0.960000
55	0.872727
60	0.800000
65	0.738462
70	0.685714
75	0.640000
80	0.600000
85	0.564706
90	0.533333
95	0.505263
100	0.480000
