ProtocolTime	Work

5	0.400000
15	0.133333
25	0.080000
35	0.057143
45	0.044444
55	0.036364
65	0.030769
75	0.026667
85	0.023529
95	0.021053
105	0.019048
115	0.017391
125	0.016000
135	0.014815
145	0.013793
155	0.012903
165	0.012121
175	0.011429
185	0.010811
195	0.010256
