ProtocolTime	Work

5	1.375735
15	1.044777
25	1.577724
35	1.969105
45	2.549503
55	2.596745
65	3.137957
75	4.386149
85	4.047468
95	5.143926
105	4.802058
115	5.900481
125	5.869780
135	6.949691
145	6.896158
155	7.278210
165	7.551718
175	8.651092
185	9.181512
195	8.962108
