ProtocolTime	Work

5	0.699430
15	2.105672
25	3.513153
35	4.948211
45	6.362220
55	7.768389
65	9.189805
75	10.582425
85	12.007613
95	13.434672
105	14.839239
115	16.272194
125	17.697488
135	19.149529
145	20.529556
155	21.956133
165	23.321228
175	24.756589
185	26.088160
195	27.549678
