ProtocolTime	Work

5	60.000000
10	30.000000
15	20.000000
20	15.000000
25	12.000000
30	10.000000
35	8.571429
40	7.500000
45	6.666667
50	6.000000
55	5.454545
60	5.000000
65	4.615385
70	4.285714
75	4.000000
80	3.750000
85	3.529412
90	3.333333
95	3.157895
100	3.000000
