ProtocolTime	Work

5	0.397852
10	0.834052
15	1.274933
20	1.697638
25	2.127040
30	2.585936
35	3.032382
40	3.442433
45	3.875260
50	4.258948
55	4.735141
60	5.196273
65	5.609160
70	6.022038
75	6.471633
80	6.842178
85	7.357844
90	7.763159
95	8.232228
100	8.644513
105	9.062166
110	9.477942
115	9.913367
120	10.363181
125	10.788804
130	11.192725
135	11.664823
140	12.070258
145	12.490573
150	12.968309
155	13.405116
160	13.774553
165	14.259952
170	14.727033
175	15.121059
180	15.488156
185	15.962525
190	16.462668
195	16.761832
200	17.304574
