ProtocolTime	Work

5	0.610022
10	0.738266
15	0.992785
20	1.247432
25	1.633681
30	1.764828
35	2.041773
40	2.584315
45	2.475732
50	2.995176
55	3.136453
60	3.647885
65	3.818919
70	4.316202
75	4.610386
80	4.831933
85	4.980053
90	5.553306
95	5.551668
100	5.764134
105	6.281797
110	6.553246
115	6.817746
120	6.912928
125	7.208460
130	7.431491
135	8.217941
140	8.339610
145	8.631243
150	9.340884
155	9.046073
160	9.562244
165	9.753992
170	9.893536
175	10.416433
180	10.759477
185	11.286125
190	11.120065
195	11.742443
200	11.846896
