ProtocolTime	Work

5	0.714468
10	1.484805
15	2.283735
20	3.009823
25	3.770540
30	4.521302
35	5.307805
40	6.068723
45	6.815893
50	7.588719
55	8.366629
60	9.143026
65	9.930893
70	10.718499
75	11.403525
80	12.165268
85	12.974465
90	13.735469
95	14.546026
100	15.267862
105	16.038876
110	16.734527
115	17.477798
120	18.326130
125	19.065394
130	19.846099
135	20.655110
140	21.349438
145	22.195931
150	22.965839
155	23.711731
160	24.368765
165	25.179538
170	25.965053
175	26.699640
180	27.638484
185	28.250882
190	29.167265
195	29.730253
200	30.529460
