ProtocolTime	Work

5	1143.027152
10	992.405287
15	880.145467
20	787.997409
25	721.568734
30	660.646992
35	616.516290
40	581.026788
45	541.121160
50	520.783995
55	495.189549
60	475.828896
65	457.791720
70	444.797514
75	426.309832
80	420.096119
85	419.162550
90	409.403747
95	400.228935
100	400.940063
105	397.924382
110	383.159546
115	388.923468
120	392.652523
125	384.296326
130	391.115088
135	395.859978
140	383.285803
145	394.902106
150	381.614185
155	386.789046
160	390.732425
165	396.749979
170	394.621958
175	405.373305
180	405.121635
185	415.436239
190	416.738518
195	417.376047
200	417.385125
205	432.622979
210	432.853087
215	438.653998
220	444.837607
225	446.888498
230	442.646804
235	457.907956
240	461.986488
245	474.890314
250	464.022485
255	471.849375
260	485.009368
265	495.238603
270	499.025874
275	493.299132
280	525.414251
285	523.927350
290	523.796529
295	517.688595
300	538.010471
