ProtocolTime	Work

25	966.430218
50	485.049716
75	329.540196
100	243.144812
125	194.412344
150	160.601067
175	141.724505
200	118.007234
225	110.412616
250	96.929195
275	86.599308
300	84.098722
325	76.769008
350	70.229742
375	67.629065
400	58.085483
425	62.542561
450	58.861867
475	55.193480
500	51.594719
525	49.552380
550	45.303664
575	45.743961
600	42.929370
625	44.458586
