ProtocolTime	Work

5	2.824724
10	5.781964
15	8.890516
20	12.157032
25	15.265349
30	18.086397
35	21.023385
40	24.472513
45	27.292669
50	30.588575
55	33.566568
60	36.639644
65	39.564392
70	42.636157
75	45.684297
80	48.871110
85	51.733976
90	55.026048
95	57.884753
100	61.053904
105	64.008315
110	67.216646
115	70.220903
120	73.079530
125	75.910777
130	79.501257
135	82.156309
140	85.311922
145	88.629430
150	91.286926
155	94.341337
160	97.438219
165	101.156059
170	103.716401
175	107.170896
180	109.654811
185	112.989790
190	115.830363
195	119.547355
200	122.278370
