ProtocolTime	Work

5	1.482866
10	2.973808
15	4.492143
20	6.002621
25	7.542188
30	9.069574
35	10.627476
40	12.075381
45	13.672175
50	15.248370
55	16.610234
60	18.364918
65	19.785476
70	21.223830
75	22.812341
80	24.463191
85	25.916523
90	27.557379
95	28.925460
100	30.462571
105	32.019999
110	33.495597
115	34.895939
120	36.614780
125	38.124623
130	39.704551
135	41.229828
140	42.746494
145	44.478638
150	45.749417
155	47.496547
160	48.744301
165	50.436871
170	51.967350
175	53.173677
180	54.918391
185	56.585570
190	57.873839
195	59.538128
200	60.842858
