ProtocolTime	Work

5	6.032270
10	12.170999
15	18.318086
20	24.517399
25	30.538015
30	36.760236
35	42.814784
40	48.828008
45	55.005375
50	61.286023
55	67.441390
60	73.354816
65	79.641651
70	85.660348
75	91.863244
80	98.039720
85	103.988338
90	109.978437
95	116.381819
100	122.516390
105	128.535191
110	134.433928
115	140.684133
120	146.809734
125	152.837132
130	159.494852
135	165.580993
140	171.361347
145	177.762586
150	183.743729
155	189.738620
160	195.513530
165	201.968558
170	208.122985
175	214.121547
180	220.518230
185	226.158737
190	232.935821
195	239.116597
200	244.672842
