ProtocolTime	Work

5	12.026669
10	24.260582
15	36.474907
20	48.913130
25	61.238040
30	73.544778
35	85.821537
40	97.399616
45	110.164228
50	122.332760
55	134.441724
60	146.804014
65	159.221025
70	171.414016
75	184.004789
80	195.587078
85	207.886476
90	219.833091
95	232.598195
100	244.855886
105	257.226408
110	269.471391
115	281.780128
120	293.736052
125	305.937178
130	318.033940
135	330.030514
140	342.865939
145	355.550804
150	367.298217
155	379.734004
160	391.883697
165	404.336716
170	415.992939
175	428.830607
180	441.041261
185	452.760929
190	465.701817
195	477.182050
200	489.553821
