ProtocolTime	Work

5	60.031281
10	30.616445
15	21.150510
20	16.209471
25	13.730220
30	12.157534
35	11.202472
40	9.945852
45	9.489713
50	9.179497
55	9.217775
60	8.865277
65	8.985851
70	8.686574
75	8.967451
80	8.777427
85	9.085841
90	9.034611
95	9.099994
100	9.834853
105	9.779550
110	10.133087
115	10.141972
120	10.762279
125	10.316670
130	10.706110
135	11.423920
140	11.547259
145	11.848265
150	11.897950
155	12.333871
160	12.410357
165	12.905978
170	13.398821
175	12.966251
180	14.200143
185	14.119342
190	14.107179
195	14.509792
200	14.733640
