ProtocolTime	Work

5	3.024708
10	6.098102
15	9.156904
20	12.172604
25	15.303456
30	18.412012
35	21.395979
40	24.488423
45	27.542287
50	30.639216
55	33.545515
60	36.674611
65	39.765666
70	42.909360
75	45.927270
80	48.951602
85	52.052546
90	55.110808
95	58.137624
100	61.272874
105	64.281683
110	67.505448
115	70.423255
120	73.538464
125	76.547714
130	79.544424
135	82.657910
140	85.895630
145	88.667902
150	91.818014
155	94.890780
160	97.982254
165	100.963819
170	103.990576
175	107.224738
180	110.154210
185	113.262382
190	116.371491
195	119.471493
200	122.409397
