ProtocolTime	Work

5	8.533409
10	17.013232
15	25.966815
20	34.588870
25	43.128665
30	51.831020
35	60.616176
40	69.046457
45	78.172229
50	86.584537
55	95.060434
60	103.828655
65	112.427912
70	121.105940
75	129.692003
80	138.555855
85	147.066603
90	156.018328
95	164.688629
100	173.024708
105	181.961672
110	190.500320
115	199.031291
120	207.974473
125	216.197408
130	225.204577
135	233.614409
140	242.328304
145	251.338532
150	259.833104
155	268.416063
160	277.235792
165	285.828452
170	294.572419
175	303.206005
180	311.534677
185	320.602624
190	328.957668
195	337.717625
200	346.050392
