ProtocolTime	Work

5	239.375232
10	120.671771
15	80.893991
20	61.700058
25	47.857569
30	42.403585
35	35.504842
40	31.268759
45	28.432280
50	26.790044
55	24.005875
60	22.309724
65	20.680679
70	20.137090
75	19.076017
80	18.374514
85	17.752694
90	17.450977
95	16.549227
100	16.345031
105	15.726897
110	15.703688
115	14.995529
120	14.742235
125	15.230828
130	14.794347
135	14.396612
140	14.423182
145	13.799882
150	13.978247
155	14.359909
160	14.449701
165	14.113825
170	14.206410
175	14.189550
180	13.995502
185	14.121770
190	14.183501
195	14.182602
200	14.177075
