ProtocolTime	Work

5	30.719092
10	15.734483
15	11.419358
20	9.028280
25	7.981746
30	6.926000
35	7.009159
40	6.762899
45	6.480283
50	6.732109
55	6.851329
60	7.162727
65	7.112459
70	7.228085
75	7.733815
80	7.750642
85	8.105337
90	8.183119
95	8.319234
100	8.441593
105	9.352057
110	9.581256
115	9.674928
120	10.137877
125	10.668909
130	10.867129
135	10.754335
140	11.222413
145	11.399606
150	11.968920
155	12.268179
160	12.875687
165	12.817549
170	13.654573
175	13.831804
180	13.683759
185	14.099454
190	14.879585
195	14.595322
200	15.464421
