ProtocolTime	Work

5	7.835777
10	4.703268
15	3.616897
20	3.164983
25	3.378719
30	3.280215
35	3.594077
40	3.816673
45	4.287823
50	4.481443
55	4.527724
60	4.831863
65	5.451154
70	5.388532
75	6.086008
80	5.987876
85	6.388333
90	7.013851
95	7.052788
100	7.849555
105	7.837394
110	8.255901
115	8.565447
120	8.824869
125	9.484646
130	9.623201
135	9.773130
140	10.443846
145	10.764016
150	10.893737
155	11.265345
160	11.996621
165	12.608144
170	12.152615
175	12.789794
180	13.044157
185	13.812231
190	14.029652
195	14.496022
200	14.483170
