ProtocolTime	Work

5	121.150869
10	60.560490
15	40.537629
20	31.468121
25	25.407236
30	21.635482
35	19.014517
40	17.206934
45	15.872575
50	14.895495
55	14.340428
60	13.306396
65	12.994538
70	12.327705
75	12.266457
80	12.617390
85	11.609904
90	11.992576
95	11.829812
100	11.956501
105	11.237675
110	11.536532
115	11.371912
120	11.155157
125	11.547622
130	12.071999
135	11.753072
140	12.165779
145	12.018148
150	12.503263
155	12.614581
160	12.534690
165	12.956084
170	13.400524
175	13.151477
180	13.257343
185	13.730236
190	13.850746
195	14.333254
200	14.292881
