ProtocolTime	Work

5	4.251908
10	8.589865
15	12.874277
20	17.203022
25	21.616695
30	25.959750
35	30.260389
40	34.570419
45	39.037947
50	43.393174
55	47.585697
60	51.968405
65	56.350881
70	60.556284
75	64.862509
80	69.215911
85	73.533825
90	77.959013
95	82.218286
100	86.467434
105	90.916156
110	95.342205
115	99.586377
120	103.753216
125	108.353954
130	112.418385
135	116.889165
140	121.264681
145	125.398124
150	130.041822
155	134.049142
160	138.636891
165	142.935903
170	147.073397
175	151.649617
180	155.747832
185	160.132982
190	164.574894
195	168.813889
200	173.249403
