ProtocolTime	Work

5	4.234392
10	2.582065
15	2.207341
20	2.427514
25	2.564123
30	2.556790
35	3.064486
40	2.806637
45	3.131115
50	3.573168
55	4.110367
60	4.104298
65	4.699698
70	5.015498
75	5.351362
80	5.679541
85	5.865226
90	6.351709
95	6.635572
100	7.010617
105	7.061668
110	7.626130
115	8.052294
120	8.135963
125	8.252756
130	8.717544
135	9.399569
140	9.528139
145	9.650672
150	10.031516
155	10.156344
160	10.768262
165	11.620772
170	11.159085
175	11.822036
180	12.451912
185	12.205826
190	12.555947
195	13.098356
200	12.974404
