ProtocolTime	Work

100	140.008054
200	72.737864
300	54.459810
400	43.822619
500	38.617747
600	33.846505
700	31.879971
800	31.875311
900	32.117902
1000	32.211430
1100	32.199300
1200	32.467666
1300	33.079543
1400	34.028094
1500	35.267200
1600	36.300051
1700	37.881310
1800	38.423250
1900	39.351858
2000	41.275506
2100	43.392377
2200	45.842853
2300	45.346854
2400	45.083561
2500	48.669594
2600	48.638476
2700	50.233187
2800	52.783807
2900	55.142674
3000	55.919657
3100	59.322670
3200	59.054208
3300	61.159664
3400	60.919857
3500	63.783306
3600	66.372175
3700	67.206459
3800	67.415663
3900	71.765452
4000	74.350123
4100	74.488211
4200	76.649862
4300	75.546228
4400	79.334770
4500	80.977181
4600	81.000281
4700	82.645845
4800	86.278138
4900	86.874182
5000	88.066167
5100	89.161802
5200	92.105312
5300	94.908405
5400	93.678044
5500	96.951063
5600	97.954881
5700	98.142021
5800	100.674461
5900	104.310143
6000	107.623753
6100	105.716407
6200	108.868742
6300	110.078040
6400	109.965626
6500	112.831076
6600	113.369214
6700	118.773135
6800	117.296173
6900	117.270269
7000	120.918984
7100	120.638390
7200	127.331769
