ProtocolTime	Work

100	23.399877
200	22.271443
300	25.939918
400	30.537854
500	34.249035
600	42.277472
700	45.528481
800	54.712687
900	61.410379
1000	66.693757
1100	71.570231
1200	78.906826
1300	82.973600
1400	89.492265
1500	99.947200
1600	103.262964
1700	109.984601
1800	115.521545
1900	121.149127
2000	128.127088
2100	136.360661
2200	142.344817
2300	151.277696
2400	154.246863
2500	160.851066
2600	168.601831
2700	175.219554
2800	180.559590
2900	188.948951
3000	189.895403
3100	199.395748
3200	208.923486
3300	215.349622
3400	216.576088
3500	230.725144
3600	234.985475
3700	242.946675
3800	242.919986
3900	250.214292
4000	258.269509
4100	261.207505
4200	270.071677
4300	275.667164
4400	284.381640
4500	289.238968
4600	295.644352
4700	301.886970
4800	305.951633
4900	316.486903
5000	320.562884
5100	329.549720
5200	338.614864
5300	340.624327
5400	344.874921
5500	348.062679
5600	360.706776
5700	368.650240
5800	368.316407
5900	378.321890
6000	392.328465
6100	390.286577
6200	398.476034
6300	407.120393
6400	412.283325
6500	418.369941
6600	424.827696
6700	437.951345
6800	437.755947
6900	446.159839
7000	452.264161
7100	457.783022
7200	461.946665
