ProtocolTime	Work

100	22.131081
200	17.919411
300	19.240616
400	22.277389
500	24.124063
600	29.609949
700	32.520145
800	34.661947
900	41.175312
1000	44.172677
1100	48.140296
1200	52.956114
1300	57.549389
1400	61.025109
1500	64.058276
1600	69.803051
1700	73.187640
1800	78.290005
1900	81.143200
2000	87.500942
2100	91.824590
2200	94.781553
2300	103.181944
2400	106.090954
2500	105.940702
2600	111.849937
2700	118.487200
2800	121.686161
2900	125.437918
3000	131.709161
3100	133.818923
3200	138.171438
3300	140.529308
3400	144.908351
3500	150.021139
3600	155.448991
3700	155.507260
3800	164.775589
3900	168.526903
4000	174.525423
4100	178.516092
4200	182.660628
4300	184.537781
4400	187.266180
4500	189.979646
4600	200.008797
4700	202.352559
4800	205.908833
4900	210.270572
5000	218.871979
5100	217.633876
5200	223.138536
5300	230.888493
5400	231.989249
5500	236.869051
5600	241.954354
5700	244.410996
5800	251.897680
5900	251.824644
6000	253.336926
6100	262.789486
6200	266.860587
6300	270.105284
6400	272.005348
6500	279.995503
6600	283.186409
6700	287.887140
6800	295.055595
6900	293.311637
7000	304.940096
7100	301.225021
7200	305.830186
