ProtocolTime	Work

100	40.453806
200	30.103075
300	30.988444
400	35.834102
500	41.978843
600	44.183756
700	50.827988
800	56.810284
900	61.266423
1000	71.632334
1100	75.595726
1200	81.793873
1300	90.712426
1400	92.366265
1500	100.114576
1600	106.648143
1700	114.024983
1800	119.001126
1900	125.469750
2000	131.220363
2100	135.371665
2200	147.021907
2300	151.854871
2400	157.926548
2500	166.047520
2600	168.525973
2700	177.731194
2800	186.202021
2900	193.488537
3000	198.318802
3100	205.443717
3200	213.763247
3300	217.953710
3400	220.895747
3500	231.000068
3600	236.968349
3700	243.608057
3800	251.357581
3900	257.724068
4000	261.359486
4100	270.945427
4200	275.060817
4300	283.612291
4400	291.070334
4500	298.824397
4600	299.566829
4700	308.375594
4800	313.644673
4900	323.154996
5000	331.486001
5100	336.817706
5200	339.375531
5300	350.659730
5400	351.578286
5500	357.300702
5600	364.272941
5700	375.997203
5800	383.076388
5900	388.709877
6000	401.365488
6100	397.736458
6200	410.499272
6300	418.056880
6400	424.484465
6500	428.676178
6600	430.080933
6700	441.074299
6800	444.207599
6900	456.305553
7000	462.859823
7100	462.754847
7200	469.465530
