ProtocolTime	Work

5	4.028741
10	8.400824
15	12.635905
20	17.115830
25	21.019570
30	25.151014
35	29.529716
40	33.840350
45	38.307167
50	42.001618
55	46.773458
60	50.632712
65	55.472188
70	59.776729
75	63.572635
80	68.254400
85	72.382827
90	75.723412
95	80.263318
100	84.525273
