ProtocolTime	Work

5	4.273924
10	8.533296
15	12.945644
20	17.183157
25	21.704848
30	25.976865
35	30.223428
40	34.646215
45	38.976666
50	43.358178
55	47.650927
60	51.717678
65	56.337760
70	60.394724
75	64.851484
80	69.236592
85	73.721177
90	77.901279
95	82.293820
100	86.582466
