ProtocolTime	Work

5	3.999961
10	2.428012
15	2.281399
20	2.333898
25	2.506027
30	2.714653
35	2.978587
40	3.006333
45	3.458451
50	3.526202
55	4.108346
60	4.354473
65	4.515668
70	4.787701
75	5.283531
80	5.419843
85	5.805649
90	6.094882
95	6.366084
100	6.694273
