ProtocolTime	Work

5	3.902422
10	2.469367
15	2.340887
20	2.567923
25	2.524906
30	3.047782
35	3.419882
40	3.912927
45	4.008574
50	4.396386
55	4.877571
60	5.182978
65	5.571657
70	6.080747
75	6.495457
80	6.918941
85	6.989350
90	7.606551
95	7.523122
100	8.161563
105	8.579700
110	9.360919
115	9.495272
120	10.256035
125	9.916155
130	10.410220
135	11.272994
140	11.656440
145	11.963673
150	12.514201
155	13.173247
160	13.150237
165	13.304783
170	13.943737
175	14.244061
180	14.905599
185	15.162922
190	15.485863
195	15.901706
200	16.143044
