ProtocolTime	Work

5	2.863092
10	5.978102
15	8.926298
20	12.141032
25	15.265135
30	18.187453
35	21.123283
40	24.460419
45	27.289514
50	30.412254
55	33.491528
60	36.430278
65	39.597644
70	42.855242
75	46.090520
80	48.992993
85	51.549371
90	55.240806
95	58.017753
100	61.200909
105	64.070481
110	67.081917
115	70.390221
120	73.142023
125	76.256043
130	79.350860
135	82.380422
140	85.282133
145	88.511789
150	91.543252
155	94.850005
160	97.783094
165	100.866327
170	103.636800
175	107.064375
180	110.113664
185	112.284149
190	115.982270
195	118.754098
200	122.234060
