ProtocolTime	Work

5	5.976331
10	12.233552
15	18.295482
20	24.430527
25	30.562122
30	36.588085
35	42.850652
40	48.977146
45	55.075412
50	61.289029
55	67.248137
60	73.413556
65	79.660026
70	85.750008
75	91.967339
80	97.986334
85	103.841003
90	110.219174
95	116.343938
100	122.377701
105	128.474569
110	134.692491
115	140.749760
120	147.061325
125	153.106260
130	159.125482
135	165.283826
140	171.522535
145	177.387078
150	183.490931
155	189.765783
160	195.971570
165	201.656317
170	207.986066
175	214.394567
180	220.533560
185	226.515884
190	232.303774
195	238.828345
200	245.058160
