ProtocolTime	Work

5	749.082183
15	253.404038
25	153.564156
35	100.422091
45	92.436026
55	74.993020
65	85.074833
75	70.535059
85	58.195945
95	53.584300
105	51.411624
115	44.399163
125	49.168428
135	53.356747
145	54.289389
155	46.724487
165	56.376195
175	48.975134
185	31.605045
195	61.784717
