ProtocolTime	Work

5	33.528727
15	101.450230
25	174.494100
35	242.117290
45	310.420364
55	379.567908
65	443.471931
75	514.546394
85	586.944526
95	659.862361
105	729.512789
115	800.840755
125	862.995637
135	939.624896
145	999.664229
155	1069.337390
165	1152.763841
175	1204.012814
185	1279.839976
195	1349.261404
