ProtocolTime	Work

5	960.000000
15	320.000000
25	192.000000
35	137.142857
45	106.666667
55	87.272727
65	73.846154
75	64.000000
85	56.470588
95	50.526316
105	45.714286
115	41.739130
125	38.400000
135	35.555556
145	33.103448
155	30.967742
165	29.090909
175	27.428571
185	25.945946
195	24.615385
